name,gender,birth_date,country,discipline
DUAN Ying-Ying,Female,1989-07-03,People's Republic of China,Tennis
DUARTE Daniel,Male,1996-12-04,Mexico,Baseball/Softball
DUARTE Gilberto,Male,1990-07-06,Portugal,Handball
DUBCHENKO Aleksandr,Male,1995-02-19,ROC,Cycling Track
DUBITSKAYA Aliona,Female,1990-01-25,Belarus,Athletics
DUBLER Cedric,Male,1995-01-13,Australia,Athletics
DUBOIS Albane,Female,1992-04-01,France,Sailing
DUBOIS Caroline,Female,2001-01-11,Great Britain,Boxing
DUBOVITSKAYA Nadezhda,Female,1998-03-12,Kazakhstan,Athletics
DUBROVICH Jacqueline,Female,1994-07-18,United States of America,Fencing
DUCARROZ Nikita,Female,1996-08-12,Switzerland,Cycling BMX Freestyle
DUCHAMPT Felix,Male,1989-09-05,Romania,Triathlon
DUCHET Alix,Female,1997-12-30,France,Basketball
DUCKWORTH James,Male,1992-01-21,Australia,Tennis
DUDA,Female,1995-07-18,Brazil,Football
DUDA Daryna,Female,2003-11-29,Ukraine,Rhythmic Gymnastics
DUDARAU Hleb,Male,1996-10-17,Belarus,Athletics
DUEHRING Jasmin,Female,1992-07-08,Canada,Cycling Track
DUENAS Crispin,Male,1986-01-05,Canada,Archery
DUESTAD Jeanette Hegg,Female,1999-01-11,Norway,Shooting
DUETZ Annette,Female,1993-06-29,Netherlands,Sailing
DUFFY Colin,Male,2003-12-10,United States of America,Sport Climbing
DUFFY Flora,Female,1987-09-30,Bermuda,Triathlon
DUFOUR Cathrine,Female,1992-01-02,Denmark,Equestrian
DUGALIC Angela,Female,2001-12-29,Serbia,Basketball
DUHAMEL Cyrielle,Female,2000-01-06,France,Swimming
DUIJNDAM Rinka,Female,1997-08-06,Netherlands,Handball
DUJARDIN Charlotte,Female,1985-07-13,Great Britain,Equestrian
DUJSHEBAEV DOVICHEBAEVA Alex,Male,1992-12-17,Spain,Handball
DUKARSKA Monika,Female,1990-10-18,Ireland,Rowing
DUKE Deirdre,Female,1992-06-09,Ireland,Hockey
DUKE Mitch,Male,1991-01-18,Australia,Football
DUKIC Milivoj,Male,1993-03-26,Montenegro,Sailing
DULCA Marco,Male,1999-05-11,Romania,Football
DULCE Anna,Female,2005-10-22,Republic of Moldova,Shooting
DULFER Kelly,Female,1994-03-21,Netherlands,Handball
DUMBUYA Tity,Female,2003-02-21,Sierra Leone,Swimming
DUMOULIN Tom,Male,1990-11-11,Netherlands,Cycling Road
DUNBAR Edward,Male,1996-09-01,Ireland,Cycling Road
DUNFEE Evan,Male,1990-09-28,Canada,Athletics
DUNKEL Nils,Male,1997-02-20,Germany,Artistic Gymnastics
DUNN Crystal,Female,1992-07-03,United States of America,Football
DUPLANTIS Armand,Male,1999-11-10,Sweden,Athletics
DURAES Diana,Female,1996-06-08,Portugal,Swimming
DURAN Mariah,Female,1996-12-14,United States of America,Skateboarding
DURANGO FLORES Diana,Female,1988-10-02,Ecuador,Shooting
DURANT Kevin,Male,1988-09-29,United States of America,Basketball
DURANTI Agnese,Female,2000-12-18,Italy,Rhythmic Gymnastics
DURBRIDGE Luke,Male,1991-04-09,Australia,Cycling Road
DURDIAKOVA Tereza,Female,1991-02-20,Czech Republic,Athletics
DURKACZ Damian,Male,1999-01-30,Poland,Boxing
DUSTIN Oliver,Male,2000-11-29,Great Britain,Athletics
DUSZYNSKI Kajetan,Male,1995-05-12,Poland,Athletics
DUTRA Augusto,Male,1990-07-16,Brazil,Athletics
DUTRA Leonardo,Male,1996-03-29,Brazil,Handball
DUTTON Phillip,Male,1963-09-13,United States of America,Equestrian
DUVERGER PILETA Eyurkenia,Female,1999-10-04,Cuba,Weightlifting
DVORAK Galia,Female,1988-04-01,Spain,Table Tennis
DVORSAK Ziva,Female,1991-07-09,Slovenia,Shooting
DWI PANGESTU Arif,Male,2004-03-25,Indonesia,Archery
DWICAHYO Ade Resky,Male,1998-05-13,Azerbaijan,Badminton
DWYER Rasheed,Male,1989-01-29,Jamaica,Athletics
DYANKOVA Simona,Female,1994-12-07,Bulgaria,Rhythmic Gymnastics
DYGERT Chloe,Female,1997-01-01,United States of America,Cycling Road
DYGERT Chloe,Female,1997-01-01,United States of America,Cycling Track
DYKE Emma,Female,1995-06-30,New Zealand,Rowing
DZHUZUPBEKOV Uzur,Male,1996-04-12,Kyrgyzstan,Wrestling
DZIAUGYS Martynas,Male,1986-11-08,Lithuania,Rowing
DZIOMINSKAYA Karyna,Female,1994-08-25,Belarus,Archery
DZIUBIN Dzmitry,Male,1990-07-12,Belarus,Athletics
EASHASH Zeyad Eishaih Hussein,Male,1998-10-23,Jordan,Boxing
EATON Jagger,Male,2001-02-21,United States of America,Skateboarding
EBADIPOUR GHARA H. Milad,Male,1993-10-17,Islamic Republic of Iran,Volleyball
EBENYO Daniel Simiu,Male,1995-09-18,Kenya,Athletics
EBERHARDT Alexis Exequiel,Male,1999-03-02,Argentina,Shooting
EBERT Leonie,Female,1999-10-04,Germany,Fencing
EBZERY Katie,Female,1990-01-08,Australia,Basketball
ECHEGOYEN DOMINGUEZ Tamara,Female,1984-02-17,Spain,Sailing
ECHENIQUE Gonzalo,Male,1990-04-27,Italy,Water Polo
ECHEVARRIA BENITEZ Lidianny,Female,1996-03-19,Cuba,Beach Volleyball
ECHEVARRIA Juan Miguel,Male,1998-08-11,Cuba,Athletics
ECKHARDT-NOACK Neele,Female,1992-07-02,Germany,Athletics
EDALLI Ludovico,Male,1993-12-18,Italy,Artistic Gymnastics
EDEM Offiong,Female,1986-12-31,Nigeria,Table Tennis
EDGHILL Chelsea,Female,1997-07-06,Guyana,Table Tennis
EDMONDSON Annette,Female,1991-12-12,Australia,Cycling Track
EDMONDSTON Holly,Female,1996-12-05,New Zealand,Cycling Track
EDTMAYER Tyler,Male,2000-12-26,Germany,Skateboarding
EDWARD Alonso,Male,1989-12-08,Panama,Athletics
EDWARDS Aaliyah,Female,2002-07-09,Canada,Basketball
EDWARDS Blake,Male,1992-02-14,Australia,Water Polo
EDWARDS Gavin Earl,Male,1988-01-15,Japan,Basketball
EDWARDS Jye,Male,1998-03-06,Australia,Athletics
EDWARDS Kai,Male,1998-09-13,Australia,Marathon Swimming
EDWARDS Lachlan Robert,Male,1995-02-06,Australia,Water Polo
EDWARDS Rebecca,Female,1993-08-20,Great Britain,Rowing
EDWARDS Steve,Male,1986-01-25,New Zealand,Hockey
EDWIGE Beatrice,Female,1988-10-03,France,Handball
EERLAND Britt,Female,1994-02-22,Netherlands,Table Tennis
EFIMOVA Yuliya,Female,1992-04-03,ROC,Swimming
EFOLOKO Jona,Male,1999-09-23,Great Britain,Athletics
EFREM Ghirmai,Male,1996-04-04,Eritrea,Swimming
EFTIMOVA Inna,Female,1988-06-19,Bulgaria,Athletics
EGGENS Monika,Female,1990-12-25,Canada,Water Polo
EGODAWELA Tehani,Female,1986-04-19,Sri Lanka,Shooting
EGONU Paola Ogechi,Female,1998-12-18,Italy,Volleyball
EGOROV Aleksandr,Male,2001-08-19,ROC,Swimming
EGOROVA Anna,Female,1998-05-31,ROC,Swimming
EGUTIDZE Anri,Male,1996-03-01,Portugal,Judo
EIBL Ronja,Female,1999-08-30,Germany,Cycling Mountain Bike
EID Ali,Male,1991-01-18,Bahrain,Handball
EIGEL Pavel,Male,1990-03-01,ROC,Canoe Slalom
EIKERMANN GREGORCHUK Jaden Shiloh,Male,2005-02-14,Germany,Diving
EISA MOHAMMED Jamal Abdelmaji,Male,1993-08-25,EOR,Athletics
EISSA Seif,Male,1998-06-15,Egypt,Taekwondo
EISSER Tracy,Female,1989-11-20,United States of America,Rowing
EJIMA Masaki,Male,1999-03-06,Japan,Athletics
EKBERG Niclas,Male,1988-12-23,Sweden,Handball
EKE Nadia,Female,1993-01-11,Ghana,Athletics
EKE Uche,Male,1997-08-12,Nigeria,Artistic Gymnastics
EKIMOV Leonid,Male,1987-09-13,ROC,Shooting
EKINCI Necat,Male,1999-10-20,Turkey,Boxing
EKKA Deep Grace,Female,1994-06-03,India,Hockey
EKTOVA Irina,Female,1987-01-08,Kazakhstan,Athletics
EL AARABY Mohamed Reda,Male,1989-11-12,Morocco,Athletics
EL ABBASSI El Hassan,Male,1984-04-13,Bahrain,Athletics
EL BAKKALI Soufiane,Male,1996-01-07,Morocco,Athletics
EL BOUCHTI Oumaima,Female,2000-10-07,Morocco,Taekwondo
EL FATHAOUI Yassine,Male,1982-03-23,Italy,Athletics
EL GOUMRI Othmane,Male,1992-05-28,Morocco,Athletics
EL GUESSE Abdelati,Male,1993-02-27,Morocco,Athletics
EL KOURAJI Mohcine,Male,1997-12-01,Morocco,Cycling Road
EL MOUKIM Rkia,Female,1988-02-22,Morocco,Athletics
EL SEIFY Ashraf Amgad,Male,1995-02-20,Qatar,Athletics
EL WENCH Mahmoud,Male,1995-06-01,Egypt,Football
ELAHMAR Ahmed,Male,1984-01-27,Egypt,Handball
ELBAKH Fares Ibrahim E H,Male,1998-06-04,Qatar,Weightlifting
ELBANA Abdelkhalek,Male,1988-07-04,Egypt,Rowing
ELDERAA Seif,Male,1998-09-19,Egypt,Handball
ELDERAA Yehia,Male,1995-07-17,Egypt,Handball
ELEFTHERIOU Andri,Female,1984-06-19,Cyprus,Shooting
ELENDT Anna Charlott Darcel,Female,2001-09-04,Germany,Swimming
ELGAMAL Adham Hatem,Male,1998-02-04,Egypt,Badminton
ELGAMEL Mostafa,Male,1988-10-01,Egypt,Athletics
ELGENDY Ahmed,Male,2000-03-01,Egypt,Modern Pentathlon
ELGEZIRY Amro,Male,1986-11-29,United States of America,Modern Pentathlon
ELGOHARI Hala,Female,1996-05-04,Egypt,Shooting
ELGRAOUI Zouheir,Male,1994-07-01,Morocco,Beach Volleyball
ELHAGE Philip,Male,1982-04-11,Aruba,Shooting
ELIAS Nacif,Male,1988-09-29,LBN,Judo
ELIDRISSI Ayoub,Male,1994-10-23,Qatar,Judo
ELISSONDE Kenny,Male,1991-07-22,France,Cycling Road
ELIZALDE Sebastian,Male,1991-11-20,Mexico,Baseball/Softball
ELKORD Houssam,Male,1993-02-24,Morocco,Fencing
ELLENWOOD Georgia,Female,1995-08-05,Canada,Athletics
ELLERMANN Dina,Female,1980-12-20,Estonia,Equestrian
ELLIOT Callan,Male,1999-07-07,New Zealand,Football
ELLIOTT Kiana Rose,Female,1997-07-27,Australia,Weightlifting
ELLIS Kendall,Female,1996-03-08,United States of America,Athletics
ELLIS Marcus,Male,1989-09-14,Great Britain,Badminton
ELLIS Nigel,Male,1997-08-08,Jamaica,Athletics
ELLIS Rashida,Female,1995-06-04,United States of America,Boxing
ELLISON Brady,Male,1988-10-27,United States of America,Archery
ELMASRY Ibrahim,Male,1989-03-11,Egypt,Handball
ELMORE Malindi,Female,1980-03-13,Canada,Athletics
ELNA Amed,Female,1999-12-21,Comoros,Athletics
ELNAHAS Shady,Male,1998-03-27,Canada,Judo
ELONU Adaora,Female,1990-04-28,Nigeria,Basketball
ELOSEGI Ander,Male,1987-11-14,Spain,Canoe Slalom
ELPITIYA BADALGE DONA Milka Gehani,Female,2003-04-24,Sri Lanka,Artistic Gymnastics
ELSAEID Osama,Male,1986-03-01,Egypt,Shooting
ELSALAMONEY Basmla,Female,1999-02-25,Egypt,Triathlon
ELSASYED Login,Female,2003-01-01,Egypt,Rhythmic Gymnastics
ELSAWY Ali,Male,1995-02-16,Egypt,Karate
ELSAYED Mohamed,Male,2003-03-03,Egypt,Fencing
ELSAYED Mohamed Ibrahim Elsayed,Male,1998-03-16,Egypt,Wrestling
ELSHARABATY Saleh,Male,1998-09-12,Jordan,Taekwondo
ELSHARKAWY Yara,Female,1999-04-11,Egypt,Fencing
ELSHENAWY Mohamed,Male,1988-12-18,Egypt,Football
ELSISSY Ziad,Male,1994-12-15,Egypt,Fencing
ELTAYAR Mohamed,Male,1996-04-07,Egypt,Handball
ELVIR Samuel,Male,2001-04-25,Honduras,Football
ELWAKIL Omar,Male,1988-05-14,Egypt,Handball
ELWALID Rihab,Female,1998-06-14,Tunisia,Archery
ELWES Charles,Male,1997-07-15,Great Britain,Rowing
ELZOHEIRY Mariam,Female,1999-08-16,Egypt,Fencing
EMANIMAN Gladys Ekaru,Female,1999-10-02,Kenya,Volleyball
EMBA Cheta,Female,1993-07-16,United States of America,Rugby Sevens
EMBRICH Irina,Female,1980-07-12,Estonia,Fencing
EMEGANO Obi,Male,1993-04-29,Nigeria,Basketball
EMELIN Sergey,Male,1995-06-16,ROC,Wrestling
EMILIANOV Alexandra,Female,1999-09-19,Republic of Moldova,Athletics
EMMANUEL Crystal,Female,1991-11-27,Canada,Athletics
EMURA Misaki,Female,1998-11-20,Japan,Fencing
ENACHE Marian,Male,1995-08-05,Romania,Rowing
ENDLER Christiane,Female,1991-07-23,Chile,Football
ENDO Hiroyuki,Male,1986-12-16,Japan,Badminton
ENDO Jun,Female,2000-05-24,Japan,Football
ENDO Wataru,Male,1993-02-09,Japan,Football
ENDREKSON Tonu,Male,1979-06-11,Estonia,Rowing
ENEKWECHI Chukwuebuka,Male,1993-01-28,Nigeria,Athletics
ENGLEZAKIS Konstantinos,Male,2001-03-20,Greece,Swimming
ENGLISH Amber,Female,1989-10-25,United States of America,Shooting
ENGLISH Felix,Male,1992-10-11,Ireland,Cycling Track
ENGLISH Mark,Male,1993-03-18,Ireland,Athletics
ENINA Ekaterina,Female,1993-05-10,ROC,Volleyball
ENKHBAT Lkhagvasuren,Male,1988-08-10,Mongolia,Table Tennis
ENKHTAIVAN Chimeddolgor,Female,1993-01-29,Mongolia,3x3 Basketball
ENKHTAIVAN Davaakhuu,Male,1989-06-12,Mongolia,Shooting
ENNIS Sarah,Female,1975-03-13,Ireland,Equestrian
ENOMOTO Haruka,Female,1996-09-14,Japan,Diving
ENSING Kyle,Male,1997-03-06,United States of America,Volleyball
ENTRERRIOS RODRIGUEZ Raul,Male,1981-02-12,Spain,Handball
ENTZMINGER Emma,Female,1996-01-11,Canada,Baseball/Softball
ENZEMA Benjamin,Male,1989-03-25,Equatorial Guinea,Athletics
EPIS Giovanna,Female,1988-10-11,Italy,Athletics
EPITROPOV Lyubomir,Male,1999-04-27,Bulgaria,Swimming
ER Necati,Male,1997-02-24,Turkey,Athletics
ERAKY Karim,Male,1997-11-29,Egypt,Football
ERCAN Seyma,Female,1994-07-05,Turkey,Volleyball
ERCEG Abby,Female,1989-11-20,New Zealand,Football
ERDELYI Balazs,Male,1990-02-16,Hungary,Water Polo
ERDEM DUNDAR Eda,Female,1987-06-22,Turkey,Volleyball
ERDENEBAT Bekhbayar,Male,1992-08-13,Mongolia,Wrestling
ERDENEBAT Bilegsaikhan,Female,1998-09-16,Mongolia,Weightlifting
ERDENEBAT Tsendbaatar,Male,1996-10-16,Mongolia,Boxing
ERDI Maria,Female,1998-02-18,Hungary,Sailing
ERDOGAN Meryem,Female,1990-04-24,Turkey,Athletics
EREL Tal,Male,1996-06-16,Israel,Baseball/Softball
ERGASHEV Adkhamjon,Male,1999-03-12,Uzbekistan,Weightlifting
ERICHSEN Fie Udby,Female,1985-04-23,Denmark,Rowing
ERICHSEN Julie,Female,2001-08-15,Norway,Artistic Gymnastics
ERIKA,Female,1988-02-04,Brazil,Football
ERIKSSON Magdalena,Female,1993-09-08,Sweden,Football
ERM Johannes,Male,1998-03-26,Estonia,Athletics
ERRANDONEA Teresa,Female,1994-11-15,Spain,Athletics
ERRANI Sara,Female,1987-04-29,Italy,Tennis
ERRIGO Arianna,Female,1988-06-06,Italy,Fencing
ERTA Bernat,Male,2001-02-15,Spain,Athletics
ERTAN Deniz,Female,2004-01-01,Turkey,Swimming
ERTZ Julie,Female,1992-04-06,United States of America,Football
ESCOBAR GUERRERO Maria Alexandra,Female,1980-07-17,Ecuador,Weightlifting
ESCOBAR MASCUNANO Gabriel,Male,1996-07-22,Spain,Boxing
ESCOBEDO Dallas,Female,1992-04-12,Mexico,Baseball/Softball
ESEME Emmanuel,Male,1993-08-17,Cameroon,Athletics
ESPAR LLAQUET Anna,Female,1993-01-08,Spain,Water Polo
ESPAR LLAQUET Clara,Female,1994-09-29,Spain,Water Polo
ESPARZA Jesus Arturo,Male,1990-08-26,Mexico,Athletics
ESPINOLA SALINAS Agua Marina,Female,1996-03-31,Paraguay,Cycling Road
ESPINOSA Daniel,Male,1987-04-25,Mexico,Baseball/Softball
ESPINOSA de los MONTEROS Adriana,Female,1991-07-18,Ecuador,Archery
ESPINOZA Ahymara,Female,1985-05-28,Venezuela,Athletics
ESQUIVEL Joaquin,Male,1998-01-07,Mexico,Football
ESSADIQ Mehdi,Male,1986-05-31,Morocco,Triathlon
ESSAYI Anass,Male,2001-05-18,Morocco,Athletics
ESSOMBE TIAKO Joseph Emilienne,Female,1988-03-22,Cameroon,Wrestling
ESSON Victoria,Female,1991-03-06,New Zealand,Football
ESTER RAMOS Laura,Female,1990-01-22,Spain,Water Polo
ESTRADA Magdiel,Male,1994-08-26,Cuba,Judo
ETCHART Rodrigo,Male,1994-01-24,Argentina,Rugby Sevens
ETELATALO Lassi,Male,1988-04-30,Finland,Athletics
ETIENNE Axelle,Female,1998-03-26,France,Cycling BMX Racing
ETO Takashi,Male,1991-02-05,Japan,Athletics
ETTAIEB Nour Elhouda,Female,1996-10-15,Tunisia,Rowing
EUSTICE Jethro Ray,Male,1989-11-01,South Africa,Hockey
EVANS Joanna,Female,1997-07-25,Bahamas,Swimming
EVANS Neah,Female,1990-08-01,Great Britain,Cycling Track
EVANS Sarah,Female,1991-04-12,Great Britain,Hockey
EVE MEJIA Lisvel Elisa,Female,1991-09-10,Dominican Republic,Volleyball
EVELYN Tristan,Female,1998-01-25,Barbados,Athletics
EVENEPOEL Remco,Male,2000-01-25,Belgium,Cycling Road
EVEZARD Jason,Male,1997-08-17,South Africa,Water Polo
EVGLEVSKI Sergei,Male,1997-10-15,Australia,Shooting
EVLOEV Musa,Male,1993-03-31,ROC,Wrestling
EVORA Nelson,Male,1984-04-20,Portugal,Athletics
EWART SHADOFF Jodi,Female,1988-01-07,Great Britain,Golf
EXUM Dante,Male,1995-07-13,Australia,Basketball
EYAL SLMAN Younis,Male,1993-05-09,Jordan,Judo
EYENGA MBOOSI Jeanne Gaelle,Female,1999-01-24,Cameroon,Weightlifting
FABBRI Leonardo,Male,1997-04-15,Italy,Athletics
FABRE Margaux,Female,1992-10-02,France,Swimming
FABREGAS Ludovic,Male,1996-07-01,France,Handball

FAHNBULLEH Joseph,Male,2001-09-11,Liberia,Athletics
FAHR Annina,Female,1993-04-06,Switzerland,Athletics
FAHR Sarah Luisa,Female,2001-09-12,Italy,Volleyball
FAHRNI Linda,Female,1993-05-25,Switzerland,Sailing
FAIN Katja,Female,2001-08-31,Slovenia,Swimming
FAIRCHILD Alexa,Female,1994-11-23,Belgium,Equestrian
FAIRWEATHER Erika,Female,2003-12-31,New Zealand,Swimming
FAJDEK Pawel,Male,1989-06-04,Poland,Athletics
FAKHRUTDINOVA Alise,Female,1990-02-23,Uzbekistan,Modern Pentathlon
FALASCA Lucia,Female,1993-07-08,Argentina,Sailing
FALCAO Joao,Male,1999-04-16,Brazil,Athletics
FALCK Mattias,Male,1991-09-07,Sweden,Table Tennis
FALCON REYES Esmeralda,Female,1995-10-12,Mexico,Boxing
FALK Jennifer,Female,1993-04-26,Sweden,Football
FALL Mouhamadou,Male,1992-02-25,France,Athletics
FALL Moustapha,Male,1992-02-23,France,Basketball
FALOCI Giovanni,Male,1985-10-13,Italy,Athletics
FAMA Amanda,Female,1989-08-13,Italy,Baseball/Softball
FAMERA Martin,Male,1988-11-04,Spain,Water Polo
FAN Hau-Li,Male,1997-09-08,Canada,Marathon Swimming
FAN Yilin,Female,1999-11-11,People's Republic of China,Artistic Gymnastics
FAN Zhendong,Male,1997-01-22,People's Republic of China,Table Tennis
FANG Wan-Ling,Female,1999-12-01,Chinese Taipei,Weightlifting
FANG Yaoqing,Male,1996-04-20,People's Republic of China,Athletics
FANGIO Francesca,Female,1995-08-17,Italy,Swimming
FANNY Kokou Dodji,Male,1987-04-15,Togo,Table Tennis
FANTELA Mihovil,Male,1990-03-22,Croatia,Sailing

FANTINI Sara,Female,1997-09-16,Italy,Athletics

FARAH Robert,Male,1987-01-20,Colombia,Tennis
FARDJ Mohammed,Male,1998-07-19,Algeria,Wrestling
FARELLA Bianca,Female,1992-04-10,Canada,Rugby Sevens
FARIAS Bruna Jessica,Female,1992-05-19,Brazil,Athletics
FARINANGO David,Male,2000-10-20,Ecuador,Marathon Swimming
FARINHA Jonathan,Male,1996-05-16,Trinidad and Tobago,Athletics
FARKEN Robert,Male,1997-09-20,Germany,Athletics
FARRINGTON Kent,Male,1980-12-28,United States of America,Equestrian
FARRIOL Bianca,Female,2001-12-18,Argentina,Volleyball
FARZALIYEV Firdovsi,Male,1993-07-10,Azerbaijan,Karate
FARZANEH Fasihi,Female,1993-01-03,Islamic Republic of Iran,Athletics
FASSI Maria,Female,1998-03-25,Mexico,Golf
FAST Emelie,Female,2004-02-20,Sweden,Swimming
FATIYEV Murad,Male,1999-02-04,Azerbaijan,Judo
FATOVIC Loren,Male,1996-11-16,Croatia,Water Polo
FATTAL Rachel,Female,1993-12-10,United States of America,Water Polo
FATTOUH Mahassen Hala,Female,1989-08-27,LBN,Weightlifting
FAUTHOUX Marine,Female,2001-01-23,France,Basketball
FAYOLA HURTADO Ronald Daniel,Male,1995-06-20,Venezuela,Volleyball
FAYZULLAEVA Kumushkhon,Female,2002-01-20,Uzbekistan,Weightlifting
FAZEKAS Maria,Female,1975-08-02,Hungary,Table Tennis
FAZLOULA Saeid,Male,1992-08-09,EOR,Canoe Sprint
FEDARENKA Ilya,Male,1998-08-03,Belarus,Canoe Sprint
FEDERICO Ivan,Male,1999-03-20,Italy,Skateboarding
FEDEROWICZ Tim,Male,1987-08-05,United States of America,Baseball/Softball
FEDOROVTSEVA Arina,Female,2004-01-19,ROC,Volleyball
FEDOTOVA Anastasia,Female,1998-11-30,ROC,Water Polo
FEELEY Camilla,Female,1999-11-14,United States of America,Rhythmic Gymnastics
FEGERL Stefan,Male,1988-09-12,Austria,Table Tennis
FEIGE Saskia,Female,1997-08-13,Germany,Athletics
FEJES Daniel,Male,1999-11-14,Hungary,Canoe Sprint
FELIPE Gustavo,Male,1991-02-22,Brazil,Skateboarding
FELIX Allyson,Female,1985-11-18,United States of America,Athletics
FELIX Delron,Male,2000-10-20,Grenada,Swimming
FELIZ Lidio Andres,Male,1997-06-26,Dominican Republic,Athletics
FENG Bin,Female,1994-04-03,People's Republic of China,Athletics
FENG Chun Kai,Male,1988-11-02,Chinese Taipei,Cycling Road
FENG Shanshan,Female,1989-08-05,People's Republic of China,Golf
FENG Tianwei,Female,1986-08-31,Singapore,Table Tennis
FENG Yu,Female,1999-09-30,People's Republic of China,Artistic Swimming
FERACCI Alexandra,Female,1992-10-10,France,Karate
FERGAT Abdelkarim,Male,1994-03-02,Algeria,Wrestling
FERGUSSON Robbie,Male,1993-08-30,Great Britain,Rugby Sevens
FERJANI Fares,Male,1997-07-22,Tunisia,Fencing
FERLIC Mason,Male,1993-08-05,United States of America,Athletics
FERNANDES dos RAMOS Roque,Male,1998-01-13,Sao Tome and Principe,Canoe Sprint
FERNANDEZ Alberto,Male,1983-06-16,Spain,Shooting
FERNANDEZ Alvaro,Male,1998-04-13,Spain,Football
FERNANDEZ Charles,Male,1995-12-28,Guatemala,Modern Pentathlon
FERNANDEZ Federico Gaston,Male,1989-10-17,Argentina,Handball
FERNANDEZ FRAGA Alicia,Female,1992-12-21,Spain,Handball
FERNANDEZ Leylah Annie,Female,2002-09-06,Canada,Tennis
FERNANDEZ Maria Pia,Female,1995-04-01,Uruguay,Athletics
FERNANDEZ MIRANDA Francisco,Male,1986-06-21,Spain,Water Polo
FERNANDEZ PEREZ Angel,Male,1988-09-16,Spain,Handball
FERNANDEZ Rudy,Male,1985-04-04,Spain,Basketball
FERNANDEZ Sergio,Male,1993-04-01,Spain,Athletics
FERNANDEZ STEINER Liliana,Female,1987-01-04,Spain,Beach Volleyball
FERNON Edward,Male,1988-02-06,Australia,Modern Pentathlon
FERRAND PREVOT Pauline,Female,1992-02-10,France,Cycling Mountain Bike
FERRARI Giacomo,Male,1996-07-19,Italy,Sailing
FERRARI Vanessa,Female,1990-11-10,Italy,Artistic Gymnastics
FERRAZ Joao,Male,1990-01-08,Portugal,Handball
FERRAZ Simone,Female,1990-03-12,Brazil,Athletics
FERREIRA Beatriz,Female,1992-12-09,Brazil,Boxing
FERREIRA Fernando,Male,1994-12-13,Brazil,Athletics
FERREIRA Italo,Male,1994-05-06,Brazil,Surfing
FERRER Laila,Female,1982-07-30,Brazil,Athletics
FERRERAS SANZ Berta,Female,1997-09-09,Spain,Artistic Swimming
FERRER-SALAT Beatriz,Female,1966-03-11,Spain,Equestrian
FERRO Costanza,Female,1993-07-05,Italy,Artistic Swimming
FERRO Fiona,Female,1997-03-12,France,Tennis
FESIKOVA Anastasiia,Female,1990-05-08,ROC,Swimming
FETISOVA Ekaterina,Female,2003-01-03,Uzbekistan,Rhythmic Gymnastics
FETISOVA Irina,Female,1994-09-07,ROC,Volleyball
FEUILLET Remi,Male,1992-12-22,Mauritius,Judo
FIAMINGO Rossella,Female,1991-07-14,Italy,Fencing
FICHERA Marco,Male,1993-09-04,Italy,Fencing
FICHMAN Sharon,Female,1990-12-03,Canada,Tennis
FIDANZA Martina,Female,1999-11-05,Italy,Cycling Track
FIEDINA Marta,Female,2002-02-01,Ukraine,Artistic Swimming
